Township,Area,State,Tenure,Type,Median_Price,Median_PSF,Transactions,Price_per_Transaction,HighDemand,PriceTier,Freehold_Flag,Is_Central,Log_Median_Price,Log_Median_PSF,Area_Transaction_Intensity,State_Price_Tier,Township_Uniqueness_Index,Price_to_PSF_Ratio,Tenure_Type_Interaction,Is_Capital_City,Transaction_Volume_Flag
EKA HEIGHTS - PRECINCT 3A,Labu,Negeri Sembilan,Freehold,Terrace House,380000.0,267.0,78,4810.126582278481,1,Medium,1,0,12.847929163278053,5.5909869805108565,Medium,Tier 2: Medium-Cost State,2,1423.2209737827716,Freehold_Terrace House,0,High_Volume
TAMAN PUTRI KULAI,Kulai,Johor,Freehold,Terrace House,450000.0,292.0,78,5696.202531645569,1,Medium,1,0,13.017005083966255,5.680172609017068,High,Tier 1: High-Cost State,2,1541.0958904109589,Freehold_Terrace House,0,High_Volume
TAMAN CENTURY,Johor Bahru,Johor,Freehold,"Terrace House, Semi D",609000.0,327.0,78,7708.860759493671,1,Medium,1,0,13.31957518872681,5.793013608384144,High,Tier 1: High-Cost State,2,1862.3853211009175,"Freehold_Terrace House, Semi D",0,High_Volume
BANDAR BARU UDA,Johor Bahru,Johor,"Leasehold, Freehold",Terrace House,500000.0,279.0,78,6329.113924050633,1,Medium,1,0,13.122365377402328,5.634789603169249,High,Tier 1: High-Cost State,2,1792.1146953405018,"Leasehold, Freehold_Terrace House",0,High_Volume
BANDAR SAUJANA PUTRA,Tanjong Duabelas,Selangor,Leasehold,Terrace House,450000.0,339.0,78,5696.202531645569,1,Medium,0,0,13.017005083966255,5.8289456176102075,Medium,Tier 1: High-Cost State,2,1327.4336283185842,Leasehold_Terrace House,0,High_Volume
TAMAN PUNCAK JALIL,Seri Kembangan,Selangor,Leasehold,Terrace House,580000.0,400.0,78,7341.772151898735,1,High,0,0,13.270785106659046,5.993961427306569,Medium,Tier 1: High-Cost State,2,1450.0,Leasehold_Terrace House,0,High_Volume
TAMAN NADA EMBUN,Rantau,Negeri Sembilan,Freehold,Terrace House,522000.0,368.0,77,6692.307692307692,1,High,1,0,13.165424782571753,5.910796644040527,Medium,Tier 2: Medium-Cost State,2,1418.4782608695652,Freehold_Terrace House,0,High_Volume
RESIDENSI MESRA,Gurun,Kedah,Freehold,Terrace House,232000.0,141.0,76,3012.987012987013,1,Low,1,0,12.354496960983985,4.955827057601261,Low,Tier 3: Low-Cost State,2,1645.3900709219859,Freehold_Terrace House,0,High_Volume
TAMAN MEGAH RIA,Masai,Johor,Freehold,"Terrace House, Semi D",436440.0,320.0,76,5668.051948051948,1,Medium,1,0,12.986408479032105,5.771441123130016,Medium,Tier 1: High-Cost State,2,1363.875,"Freehold_Terrace House, Semi D",0,High_Volume
TAMAN SAFFRON,Serendah,Selangor,Freehold,Terrace House,437100.0,357.0,75,5751.315789473684,1,Medium,1,0,12.987919568654783,5.8805329864007,High,Tier 1: High-Cost State,2,1224.3697478991596,Freehold_Terrace House,0,High_Volume
SERENIA CITY,Dengkil,Selangor,Freehold,Terrace House,828888.0,532.0,75,10906.421052631578,1,High,1,0,13.627841528891972,6.278521424165844,Medium,Tier 1: High-Cost State,2,1558.0601503759399,Freehold_Terrace House,0,High_Volume
PUTRA HEIGHTS,Subang Jaya,Selangor,Freehold,Terrace House,855000.0,448.0,75,11250.0,1,High,1,0,13.658857917508856,6.1070228877422545,High,Tier 1: High-Cost State,2,1908.482142857143,Freehold_Terrace House,0,High_Volume
TAMAN AROWANA,Sungai Petani,Kedah,Freehold,Terrace House,276800.0,230.0,74,3690.6666666666665,1,Low,1,0,12.53105411543589,5.442417710521793,High,Tier 3: Low-Cost State,2,1203.4782608695652,Freehold_Terrace House,0,High_Volume
KOTA KEMUNING,Shah Alam,Selangor,Freehold,Terrace House,844000.0,417.0,74,11253.333333333334,1,High,1,0,13.645908958411516,6.035481432524756,High,Tier 1: High-Cost State,2,2023.9808153477218,Freehold_Terrace House,0,High_Volume
BANDAR PUTERI KLANG,Klang,Selangor,Freehold,Terrace House,682500.0,434.0,74,9100.0,1,High,1,0,13.433519271241643,6.075346031088684,High,Tier 1: High-Cost State,2,1572.5806451612902,Freehold_Terrace House,0,High_Volume
BANDAR PUCHONG JAYA,Puchong,Selangor,Freehold,Terrace House,725000.0,513.0,74,9666.666666666666,1,High,1,0,13.493928313146206,6.2422232654551655,High,Tier 1: High-Cost State,2,1413.2553606237816,Freehold_Terrace House,0,High_Volume
TAMAN PONDEROSA,Johor Bahru,Johor,Freehold,Semi D,1110900.0,535.0,74,14812.0,1,High,1,0,13.920681955740442,6.284134161070802,High,Tier 1: High-Cost State,2,2076.448598130841,Freehold_Semi D,0,High_Volume
TAMAN DESA JAYA,Johor Bahru,Johor,Freehold,Terrace House,440000.0,338.0,73,5945.945945945946,1,Medium,1,0,12.994532278619134,5.82600010738045,High,Tier 1: High-Cost State,3,1301.775147928994,Freehold_Terrace House,0,High_Volume
LAMAN SETIA,Iskandar Puteri (Nusajaya),Johor,Freehold,Terrace House,650000.0,389.0,73,8783.783783783783,1,High,1,0,13.384729180332174,5.966146739123692,High,Tier 1: High-Cost State,2,1670.9511568123394,Freehold_Terrace House,0,High_Volume
TAMAN PELANGI INDAH,Ulu Tiram,Johor,Freehold,"Terrace House, Semi D",600000.0,308.0,73,8108.108108108108,1,Medium,1,0,13.304686600863562,5.733341276897746,High,Tier 1: High-Cost State,3,1948.051948051948,"Freehold_Terrace House, Semi D",0,High_Volume
TAMAN PUTERI,Padang Serai,Kedah,Freehold,Terrace House,204000.0,159.0,72,2794.5205479452056,1,Low,1,0,12.225880174775122,5.075173815233827,Medium,Tier 3: Low-Cost State,3,1283.0188679245282,Freehold_Terrace House,0,High_Volume
TAMAN SENGKANG,Pasir Panjang,Negeri Sembilan,Freehold,Terrace House,279000.0,192.0,72,3821.917808219178,1,Low,1,0,12.53897064502647,5.262690188904886,Medium,Tier 2: Medium-Cost State,2,1453.125,Freehold_Terrace House,0,High_Volume
Mkh Boulevard,Kajang,Selangor,Leasehold,Service Residence,299000.0,503.0,72,4095.890410958904,1,High,0,0,12.608202196848836,6.222576268071369,Medium,Tier 1: High-Cost State,2,594.4333996023856,Leasehold_Service Residence,0,High_Volume
LA CASA LUNAS,Lunas,Kedah,Freehold,Semi D,516888.0,227.0,71,7179.0,1,Low,1,0,13.155583430245757,5.429345628954441,Low,Tier 3: Low-Cost State,2,2277.0396475770926,Freehold_Semi D,0,High_Volume
TAMAN RAIA UTAMA,Gopeng,Perak,Freehold,Terrace House,268000.0,192.0,71,3722.222222222222,1,Low,1,0,12.498745990829315,5.262690188904886,Low,Tier 3: Low-Cost State,2,1395.8333333333333,Freehold_Terrace House,0,High_Volume
MEKARSARI UNGGUL (FASA III),Kepala Batas,Penang,Freehold,Terrace House,613000.0,366.0,71,8513.888888888889,1,Medium,1,0,13.326121846238388,5.905361848054571,Medium,Tier 2: Medium-Cost State,2,1674.863387978142,Freehold_Terrace House,0,High_Volume
PUNCAK ALAM,Bandar Puncak Alam,Selangor,Leasehold,"Cluster House, Terrace House",400000.0,288.0,71,5555.555555555556,1,Medium,0,0,12.899222326086994,5.666426688112432,Low,Tier 1: High-Cost State,2,1388.888888888889,"Leasehold_Cluster House, Terrace House",0,High_Volume
Palmyra Residences,Bangi,Selangor,Freehold,Service Residence,432000.0,508.0,71,6000.0,1,High,1,0,12.976183182038383,6.2324480165505225,Medium,Tier 1: High-Cost State,2,850.3937007874016,Freehold_Service Residence,0,High_Volume
TAMAN SERI AUSTIN,Tebrau,Johor,Freehold,"Terrace House, Cluster House",719000.0,464.0,70,10126.760563380281,1,High,1,0,13.4856180275228,6.142037405587356,High,Tier 1: High-Cost State,2,1549.5689655172414,"Freehold_Terrace House, Cluster House",0,High_Volume
BANDAR SRI ASTANA,Sungai Petani,Kedah,Freehold,Terrace House,260000.0,177.0,70,3661.9718309859154,1,Low,1,0,12.468440756144114,5.181783550292085,High,Tier 3: Low-Cost State,2,1468.9265536723165,Freehold_Terrace House,0,High_Volume
BANDAR BARU SRI DAMANSARA,Bandar Sri Damansara,Selangor,Freehold,Terrace House,894000.0,564.0,70,12591.549295774648,1,High,1,0,13.703462172723258,6.336825731146441,Low,Tier 1: High-Cost State,2,1585.1063829787233,Freehold_Terrace House,0,High_Volume
TAMAN DESA CEMERLANG,Ulu Tiram,Johor,Freehold,Terrace House,495000.0,357.0,70,6971.830985915493,1,Medium,1,0,13.112315061750808,5.8805329864007,High,Tier 1: High-Cost State,2,1386.5546218487395,Freehold_Terrace House,0,High_Volume
BANDAR DAMAI PERDANA,Cheras,Selangor,Freehold,Terrace House,775000.0,543.0,70,10915.492957746479,1,High,1,0,13.560619598657233,6.298949246855942,High,Tier 1: High-Cost State,2,1427.255985267035,Freehold_Terrace House,0,High_Volume
SERELYN AVENUE,Kuantan,Pahang,Leasehold,Terrace House,388000.0,231.0,69,5542.857142857143,1,Low,0,0,12.868763195921677,5.44673737166631,High,Tier 3: Low-Cost State,2,1679.6536796536795,Leasehold_Terrace House,0,High_Volume
TAMAN PELANGI,Johor Bahru,Johor,Freehold,"Semi D, Terrace House",750000.0,325.0,69,10714.285714285714,1,Medium,1,0,13.527829818844937,5.786897381366708,High,Tier 1: High-Cost State,3,2307.6923076923076,"Freehold_Semi D, Terrace House",0,High_Volume
TAMAN SETIA MUTIARA,Kluang,Johor,Freehold,"Terrace House, Semi D",150000.0,107.0,69,2142.8571428571427,1,Low,1,0,11.918397239722838,4.68213122712422,High,Tier 1: High-Cost State,2,1401.8691588785048,"Freehold_Terrace House, Semi D",0,High_Volume
BANDAR CEMERLANG,Tebrau,Johor,Freehold,"Cluster House, Semi D",828000.0,345.0,69,11828.57142857143,1,Medium,1,0,13.626769641096136,5.846438775057725,High,Tier 1: High-Cost State,2,2400.0,"Freehold_Cluster House, Semi D",0,High_Volume
SETIA IMPIAN 3,Setia Alam,Selangor,Freehold,"Terrace House, Semi D",930000.0,584.0,69,13285.714285714286,1,High,1,0,13.742940940397677,6.371611847231857,Medium,Tier 1: High-Cost State,2,1592.4657534246576,"Freehold_Terrace House, Semi D",0,High_Volume
ECO BOTANIC,Iskandar Puteri (Nusajaya),Johor,Freehold,Terrace House,1260000.0,580.0,68,18260.869565217392,1,High,1,0,14.04662307257814,6.364750756851911,High,Tier 1: High-Cost State,2,2172.4137931034484,Freehold_Terrace House,0,High_Volume
TAMAN PULAI MUTIARA,Skudai,Johor,Freehold,"Terrace House, Cluster House",550000.0,426.0,68,7971.014492753623,1,High,1,0,13.217675375388819,6.056784013228625,High,Tier 1: High-Cost State,2,1291.0798122065728,"Freehold_Terrace House, Cluster House",0,High_Volume
GOODVIEW HEIGHTS,Kajang,Selangor,Freehold,"Terrace House, Town House",768800.0,542.0,67,11305.882352941177,1,High,1,0,13.552587437365782,6.297109319933935,Medium,Tier 1: High-Cost State,2,1418.4501845018451,"Freehold_Terrace House, Town House",0,High_Volume
TAMAN KERSANI,Kuala Pilah,Negeri Sembilan,Freehold,Terrace House,298000.0,192.0,67,4382.35294117647,1,Low,1,0,12.604852121186608,5.262690188904886,Low,Tier 2: Medium-Cost State,2,1552.0833333333333,Freehold_Terrace House,0,High_Volume
IRAMA SENDAYAN 2C,Labu,Negeri Sembilan,Freehold,Terrace House,584999.0,417.0,67,8602.926470588236,1,High,1,0,13.279367126213993,6.035481432524756,Medium,Tier 2: Medium-Cost State,2,1402.8752997601919,Freehold_Terrace House,0,High_Volume
BANDAR SERI BOTANI,Ipoh,Perak,"Freehold, Leasehold","Terrace House, Semi D",496800.0,344.0,67,7305.882352941177,1,Medium,1,0,13.115944822481827,5.84354441703136,High,Tier 3: Low-Cost State,4,1444.1860465116279,"Freehold, Leasehold_Terrace House, Semi D",0,High_Volume
TAMAN KLANG UTAMA,Kapar,Selangor,Freehold,Terrace House,427500.0,403.0,66,6380.5970149253735,1,High,1,0,12.965711906537503,6.0014148779611505,High,Tier 1: High-Cost State,2,1060.7940446650125,Freehold_Terrace House,0,High_Volume
TAMAN DESA PD,Linggi,Negeri Sembilan,Freehold,Terrace House,180000.0,131.0,66,2686.5671641791046,1,Low,1,0,12.100717685412471,4.882801922586371,Low,Tier 2: Medium-Cost State,2,1374.0458015267175,Freehold_Terrace House,0,High_Volume
Mentari Court,Bandar Sunway,Selangor,Leasehold,Apartment,400000.0,516.0,66,5970.149253731343,1,High,0,0,12.899222326086994,6.248042874508429,Medium,Tier 1: High-Cost State,2,775.1937984496124,Leasehold_Apartment,0,High_Volume
TAMAN BENTARA,Telok Panglima Garang,Selangor,Leasehold,Terrace House,455000.0,287.0,65,6893.939393939394,1,Medium,0,0,13.02805489573287,5.662960480135946,Medium,Tier 1: High-Cost State,2,1585.3658536585365,Leasehold_Terrace House,0,High_Volume
BANDAR TASIK KESUMA,Beranang,Selangor,Freehold,"Semi D, Town House, Terrace House",400000.0,293.0,64,6153.846153846154,1,Medium,1,0,12.899222326086994,5.683579767338681,Medium,Tier 1: High-Cost State,2,1365.1877133105802,"Freehold_Semi D, Town House, Terrace House",0,High_Volume
TAMAN POLO LAGUNA @ TAMBUN,Ipoh,Perak,Leasehold,Terrace House,487800.0,349.0,64,7504.615384615385,1,Medium,0,0,13.097662814782355,5.857933154483459,High,Tier 3: Low-Cost State,2,1397.707736389685,Leasehold_Terrace House,0,High_Volume
TAMAN HARMONIS FASA 2,Seri Iskandar,Perak,Leasehold,"Terrace House, Cluster House",240000.0,175.0,64,3692.3076923076924,1,Low,0,0,12.388398368982115,5.170483995038151,Medium,Tier 3: Low-Cost State,2,1371.4285714285713,"Leasehold_Terrace House, Cluster House",0,High_Volume
TAMAN TUN DR ISMAIL,Taman Tun Dr Ismail,Kuala Lumpur,Freehold,Terrace House,1585000.0,768.0,64,24384.615384615383,1,High,1,0,14.276095596208146,6.645090969505644,Low,Tier 1: High-Cost State,2,2063.8020833333335,Freehold_Terrace House,1,High_Volume
TAMAN KAMUNTING PUTRA FASA 1,Kamunting,Perak,Leasehold,Terrace House,171000.0,131.0,63,2671.875,1,Low,0,0,12.049424683420915,4.882801922586371,Low,Tier 3: Low-Cost State,2,1305.3435114503816,Leasehold_Terrace House,0,High_Volume
BANDAR SUNGAI LONG,Bandar Sungai Long,Selangor,Freehold,Terrace House,690000.0,440.0,63,10781.25,1,High,1,0,13.444448325847754,6.089044875446846,Low,Tier 1: High-Cost State,2,1568.1818181818182,Freehold_Terrace House,0,High_Volume
BANDAR BARU SRI PETALING,Sri Petaling,Kuala Lumpur,Leasehold,"Terrace House, Semi D",845000.0,511.0,63,13203.125,1,High,0,0,13.647093089770562,6.238324625039508,Low,Tier 1: High-Cost State,2,1653.6203522504893,"Leasehold_Terrace House, Semi D",1,High_Volume
BANDAR AMANJAYA (ZON ANGGERIK),Sungai Petani,Kedah,Freehold,"Semi D, Terrace House",215000.0,166.0,63,3359.375,1,Low,1,0,12.278397958261774,5.117993812416755,High,Tier 3: Low-Cost State,2,1295.1807228915663,"Freehold_Semi D, Terrace House",0,High_Volume
CHEMOR KAYANGAN,Ipoh,Perak,Leasehold,Terrace House,228000.0,156.0,62,3619.0476190476193,1,Low,0,0,12.337105293891872,5.056245805348308,High,Tier 3: Low-Cost State,2,1461.5384615384614,Leasehold_Terrace House,0,High_Volume
BANDAR JAYA PUTRA,Tebrau,Johor,Freehold,"Terrace House, Cluster House",1201200.0,549.0,62,19066.666666666668,1,High,1,0,13.998832447591798,6.309918278226516,High,Tier 1: High-Cost State,3,2187.9781420765025,"Freehold_Terrace House, Cluster House",0,High_Volume
BANDAR JAYA PUTRA,Ulu Tiram,Johor,Freehold,Terrace House,620000.0,501.0,62,9841.269841269841,1,High,1,0,13.3374763699232,6.218600119691729,High,Tier 1: High-Cost State,3,1237.5249500998004,Freehold_Terrace House,0,High_Volume
TAMAN SRI MUDA,Shah Alam,Selangor,Freehold,Terrace House,330000.0,321.0,61,5322.580645161291,1,Medium,1,0,12.706850963741102,5.7745515455444085,High,Tier 1: High-Cost State,2,1028.03738317757,Freehold_Terrace House,0,High_Volume
TAMAN PENAWAR HARMONI,Pengerang,Johor,Leasehold,Terrace House,80000.0,67.0,60,1311.4754098360656,1,Low,0,0,11.289794413577894,4.219507705176107,Low,Tier 1: High-Cost State,2,1194.0298507462687,Leasehold_Terrace House,0,High_Volume
TAMAN GADONG JAYA,Labu,Negeri Sembilan,Freehold,"Terrace House, Town House",280000.0,207.0,60,4590.163934426229,1,Low,1,0,12.54254845357358,5.337538079701318,Medium,Tier 2: Medium-Cost State,2,1352.657004830918,"Freehold_Terrace House, Town House",0,High_Volume
TAMAN MOLEK,Johor Bahru,Johor,Freehold,Terrace House,600000.0,322.0,60,9836.065573770491,1,Medium,1,0,13.304686600863562,5.777652323222656,High,Tier 1: High-Cost State,2,1863.3540372670807,Freehold_Terrace House,0,High_Volume
ALAM SARI BANGI,Bangi,Selangor,Freehold,"Terrace House, Cluster House",857000.0,416.0,60,14049.180327868853,1,High,1,0,13.66119436444038,6.0330862217988015,Medium,Tier 1: High-Cost State,2,2060.096153846154,"Freehold_Terrace House, Cluster House",0,High_Volume
BANDAR SUNGAI BUAYA,Serendah,Selangor,Leasehold,Terrace House,300000.0,188.0,60,4918.0327868852455,1,Low,0,0,12.611541086966115,5.241747015059643,High,Tier 1: High-Cost State,2,1595.7446808510638,Leasehold_Terrace House,0,High_Volume
Sri Putramas,Jalan Kuching,Kuala Lumpur,Freehold,Condominium,650000.0,619.0,60,10655.737704918032,1,High,1,0,13.384729180332174,6.429719478039138,Low,Tier 1: High-Cost State,2,1050.0807754442649,Freehold_Condominium,1,High_Volume
TAMAN RIA,Sungai Petani,Kedah,Freehold,Terrace House,220000.0,152.0,59,3666.6666666666665,1,Low,1,0,12.301387370778713,5.030437921392435,High,Tier 3: Low-Cost State,2,1447.3684210526317,Freehold_Terrace House,0,High_Volume
KOTA PUTERI BANDAR BARU BATU ARANG,Batu Arang,Selangor,Leasehold,Terrace House,590000.0,272.0,59,9833.333333333334,1,Medium,0,0,13.28787951079572,5.60947179518496,Low,Tier 1: High-Cost State,2,2169.1176470588234,Leasehold_Terrace House,0,High_Volume
TAMAN SAMARINDAH,Kota Samarahan,Sarawak,"Freehold, Leasehold",Terrace House,300000.0,168.0,59,5000.0,1,Low,1,0,12.611541086966115,5.1298987149230735,Medium,Tier 2: Medium-Cost State,2,1785.7142857142858,"Freehold, Leasehold_Terrace House",0,High_Volume
TAMAN TUNKU,Miri,Sarawak,Leasehold,Terrace House,288000.0,182.0,59,4800.0,1,Low,0,0,12.570719231334277,5.209486152841421,Low,Tier 2: Medium-Cost State,2,1582.4175824175825,Leasehold_Terrace House,0,High_Volume
Royal Domain Sri Putramas 2,Jalan Kuching,Kuala Lumpur,Freehold,Condominium,850000.0,669.0,59,14166.666666666666,1,High,1,0,13.652992804936396,6.507277712385012,Low,Tier 1: High-Cost State,2,1270.5530642750373,Freehold_Condominium,1,High_Volume
SETIA ECOHILL,Semenyih,Selangor,Freehold,Terrace House,670000.0,354.0,58,11355.93220338983,1,Medium,1,0,13.415034483903348,5.872117789475416,Medium,Tier 1: High-Cost State,3,1892.6553672316384,Freehold_Terrace House,0,High_Volume
SS2 PETALING JAYA,Petaling Jaya,Selangor,Freehold,Terrace House,1120000.0,625.0,58,18983.050847457627,1,High,1,0,13.928840136128022,6.439350371100098,Medium,Tier 1: High-Cost State,2,1792.0,Freehold_Terrace House,0,High_Volume
AMBANG BOTANIC,Klang,Selangor,Freehold,"Semi D, Bungalow",1590000.0,546.0,58,26949.15254237288,1,High,1,0,14.279245203127035,6.304448802421981,High,Tier 1: High-Cost State,2,2912.087912087912,"Freehold_Semi D, Bungalow",0,High_Volume
BANDAR TASEK MUTIARA,Simpang Ampat,Penang,Freehold,Terrace House,425000.0,270.0,58,7203.389830508475,1,Medium,1,0,12.959846800844963,5.602118820879701,Medium,Tier 2: Medium-Cost State,2,1574.0740740740741,Freehold_Terrace House,0,High_Volume
ECO MAJESTIC,Beranang,Selangor,Freehold,"Cluster House, Terrace House",854000.0,431.0,58,14474.57627118644,1,High,1,0,13.657687643730208,6.068425588244111,Medium,Tier 1: High-Cost State,2,1981.4385150812066,"Freehold_Cluster House, Terrace House",0,High_Volume
TAMAN TASIK INDAH,Kluang,Johor,Freehold,Terrace House,614000.0,258.0,58,10406.77966101695,1,Medium,1,0,13.327751835792448,5.556828061699537,High,Tier 1: High-Cost State,2,2379.84496124031,Freehold_Terrace House,0,High_Volume
TAMAN KRUBONG HEIGHTS,Krubong,Melaka,Freehold,Terrace House,405800.0,290.0,57,6996.551724137931,1,Medium,1,0,12.913618170638928,5.673323267171493,Low,Tier 3: Low-Cost State,2,1399.3103448275863,Freehold_Terrace House,0,High_Volume
TAMAN KAMUNTING PELANGI,Taiping,Perak,Freehold,Terrace House,299000.0,203.0,57,5155.172413793103,1,Low,1,0,12.608202196848836,5.318119993844216,Low,Tier 3: Low-Cost State,2,1472.9064039408868,Freehold_Terrace House,0,High_Volume
TAMAN PUNCAK CERIA (IDAMAN HILLS),Kluang,Johor,Freehold,Terrace House,538000.0,253.0,57,9275.862068965518,1,Medium,1,0,13.195615697878253,5.537334267018537,High,Tier 1: High-Cost State,2,2126.482213438735,Freehold_Terrace House,0,High_Volume
TAMAN NUSA BAYU,Iskandar Puteri (Nusajaya),Johor,Freehold,Terrace House,600000.0,464.0,57,10344.827586206897,1,High,1,0,13.304686600863562,6.142037405587356,High,Tier 1: High-Cost State,2,1293.103448275862,Freehold_Terrace House,0,High_Volume
BANDAR LAGUNA MERBOK (TERES),Sungai Petani,Kedah,Freehold,Terrace House,400000.0,264.0,57,6896.551724137931,1,Medium,1,0,12.899222326086994,5.579729825986222,High,Tier 3: Low-Cost State,2,1515.1515151515152,Freehold_Terrace House,0,High_Volume
Palm Spring @ Damansara,Kota Damansara,Selangor,Leasehold,Condominium,530000.0,525.0,57,9137.931034482759,1,High,0,0,13.180634172318978,6.26530121273771,Low,Tier 1: High-Cost State,2,1009.5238095238095,Leasehold_Condominium,0,High_Volume
TAMAN PERAKKU SERDANG,Sitiawan,Perak,Leasehold,Terrace House,116000.0,50.0,56,2035.0877192982457,1,Low,0,0,11.661354090741,3.9318256327243257,High,Tier 3: Low-Cost State,2,2320.0,Leasehold_Terrace House,0,High_Volume
